iter	RMSE
663	4.313867325
664	4.312108472
665	4.311877989
666	4.310695935
667	4.309375729
668	4.307268288
669	4.305787386
670	4.304731505
671	4.303658634
672	4.303548008
673	4.303053276
674	4.302703434
675	4.302075998
676	4.301630928
677	4.300735606
678	4.300000582
679	4.297283417
680	4.295253702
681	4.294724425
682	4.292996761
683	4.291731236
684	4.289156175
685	4.287256141
686	4.286126904
687	4.284539516
688	4.284063444
689	4.283381172
690	4.282544065
691	4.282106605
692	4.281699232
693	4.281074528
694	4.28081458
695	4.279580226
696	4.278405707
697	4.276763063
698	4.27507318
699	4.274456581
700	4.274419699
701	4.273659736
702	4.273006884
703	4.272573699
704	4.270883719
705	4.268738566
706	4.267934921
707	4.265997287
708	4.26420158
709	4.263629003
710	4.263428895
711	4.263151721
712	4.260835422
713	4.260305688
714	4.259868199
715	4.2594286
716	4.25875144
717	4.257503392
718	4.257357106
719	4.255775572
720	4.254995754
721	4.253321558
722	4.252314126
723	4.250416541
724	4.249512681
725	4.248614582
726	4.247453965
727	4.245658687
728	4.244346981
729	4.244107028
730	4.243224068
731	4.242763381
732	4.242108315
733	4.241263532
734	4.241196484
735	4.239813342
736	4.237426203
737	4.236049875
738	4.233988731
739	4.231863903
740	4.230857855
741	4.230782186
742	4.230612125
743	4.230501865
744	4.22954412
745	4.228211447
746	4.226099916
747	4.224634285
748	4.222747694
749	4.222173358
750	4.221275568
751	4.218555824
752	4.218163217
753	4.217981053
754	4.217587954
755	4.215766196
756	4.215127404
757	4.214018963
758	4.213685658
759	4.212726665
760	4.211204586
761	4.21070491
762	4.209669452
763	4.207929517
764	4.206534796
765	4.205953371
766	4.205102965
767	4.204440739
768	4.203157922
769	4.20117965
770	4.199705273
771	4.199322363
772	4.198320912
773	4.196978676
774	4.194241465
775	4.192350882
776	4.191039497
777	4.189758896
778	4.189666538
779	4.188426956
780	4.185944906
781	4.185576271
782	4.184534319
783	4.182907469
784	4.181696629
785	4.181535985
786	4.181173947
787	4.180759729
788	4.179729669
789	4.178022779
790	4.177605744
791	4.176668619
792	4.176285321
793	4.172908048
794	4.171653949
795	4.171092915
796	4.169304605
797	4.167985078
798	4.166681406
799	4.164977871
800	4.164035719
801	4.161613605
802	4.161406723
803	4.160735884
804	4.158410218
805	4.156075909
806	4.15374305
807	4.152837607
808	4.151868588
809	4.150255787
810	4.149578229
811	4.147662532
812	4.146423781
813	4.145500572
814	4.142995075
815	4.142686754
816	4.14239177
817	4.14149268
818	4.140864941
819	4.140147913
820	4.139035389
821	4.137830627
822	4.136724227
823	4.136313237
824	4.135460543
825	4.134814875
826	4.133807373
827	4.132944527
828	4.13050002
829	4.128679038
830	4.127681528
831	4.12761929
832	4.126027603
833	4.123360322
834	4.122184139
835	4.122066281
836	4.121036323
837	4.121012622
838	4.120776395
839	4.120179323
840	4.119387612
841	4.118033251
842	4.116770875
843	4.116562667
844	4.115762464
845	4.114752247
846	4.114203078
847	4.114161414
848	4.114064997
849	4.113060923
850	4.112560662
851	4.11141968
852	4.110969875
853	4.108275466
854	4.105902691
855	4.104933922
856	4.104626321
857	4.101950964
858	4.101135516
859	4.100687686
860	4.097391487
861	4.095585939
862	4.095010641
863	4.093862673
864	4.092678065
865	4.090552813
866	4.089927044
867	4.08958671
868	4.087206601
869	4.086621866
870	4.086536127
871	4.086160979
872	4.08569605
873	4.085583431
874	4.084370069
875	4.084180273
876	4.082940182
877	4.082368197
878	4.082159885
879	4.079630215
880	4.078861777
881	4.078494665
882	4.075867808
883	4.074768171
884	4.074276048
885	4.073528723
886	4.072675302
887	4.071180199
888	4.069850622
889	4.068493808
890	4.06687622
891	4.066314919
892	4.064890702
893	4.0634138
894	4.062485758
895	4.061773139
896	4.059992489
897	4.059258389
898	4.058512741
899	4.055934661
900	4.055631398
901	4.054397822
902	4.054206367
903	4.052837143
904	4.052738044
905	4.05266743
906	4.05163058
907	4.051269177
908	4.050491975
909	4.049225619
910	4.047952466
911	4.04735731
912	4.046380962
913	4.045741699
914	4.044718063
915	4.044612638
916	4.044082077
917	4.042221658
918	4.040784479
919	4.040489587
920	4.040435597
921	4.039247528
922	4.037676394
923	4.035571828
924	4.034133962
925	4.033984655
926	4.032503737
927	4.031011084
928	4.029530099
929	4.027020697
930	4.026792859
931	4.024623906
932	4.02434232
933	4.0242694
934	4.022387159
935	4.021203044
936	4.01994524
937	4.019414504
938	4.019110075
939	4.018838274
940	4.01714278
941	4.015740304
942	4.013365681
943	4.012209232
944	4.010440092
945	4.009098605
946	4.00803716
947	4.007266906
948	4.004361155
949	4.003682104
950	4.002045685
951	4.001588423
952	4.001312021
953	3.999675795
954	3.998094796
955	3.997448031
956	3.995361234
957	3.994278373
958	3.993042276
959	3.990894431
960	3.990179901
961	3.989615381
962	3.987777039
963	3.987169534
964	3.986502265
965	3.985864876
966	3.985263705
967	3.984857721
968	3.984418987
969	3.983686067
970	3.983105651
971	3.982329557
972	3.981848973
973	3.981789228
974	3.98154279
975	3.979808154
976	3.979728958
977	3.978343039
978	3.977721889
979	3.976907276
980	3.976420344
981	3.975147394
982	3.973576344
983	3.972475477
984	3.971378936
985	3.970845131
986	3.969504382
987	3.969036006
988	3.968662638
989	3.967626375
990	3.967421247
991	3.966437313
992	3.966017386
993	3.964715337
994	3.964572576
995	3.964302976
996	3.963170501
997	3.961890363
998	3.960482229
999	3.960212441
